province_std,region,province_original,year,nationality,total_detentions
Araba,CONTINENTE AMERICANO,Araba/Álava,2023,Argentina,30
Araba,CONTINENTE ASIÁTICO,Araba/Álava,2023,Bangladesh,0
Araba,CONTINENTE EUROPEO,Araba/Álava,2023,Bélgica,0
Araba,CONTINENTE AMERICANO,Araba/Álava,2023,Bolivia,50
Araba,CONTINENTE AMERICANO,Araba/Álava,2023,Brasil,170
Araba,CONTINENTE EUROPEO,Araba/Álava,2023,Bulgaría,20
Araba,CONTINENTE AFRICANO,Araba/Álava,2023,Camerún,60
Araba,CONTINENTE AMERICANO,Araba/Álava,2023,Chile,30
Araba,CONTINENTE ASIÁTICO,Araba/Álava,2023,China,0
Araba,CONTINENTE AMERICANO,Araba/Álava,2023,Colombia,860
Araba,CONTINENTE AMERICANO,Araba/Álava,2023,Cuba,50
Araba,CONTINENTE AMERICANO,Araba/Álava,2023,Ecuador,250
Araba,CONTINENTE ASIÁTICO,Araba/Álava,2023,Filipinas,0
Araba,CONTINENTE EUROPEO,Araba/Álava,2023,Francia,30
Araba,CONTINENTE AFRICANO,Araba/Álava,2023,Gambia,0
Araba,CONTINENTE AFRICANO,Araba/Álava,2023,Ghana,10
Araba,CONTINENTE AFRICANO,Araba/Álava,2023,Guinea Bisau,0
Araba,CONTINENTE AFRICANO,Araba/Álava,2023,Guinea Ecuatorial,30
Araba,CONTINENTE EUROPEO,Araba/Álava,2023,Holanda,0
Araba,CONTINENTE ASIÁTICO,Araba/Álava,2023,India,10
Araba,CONTINENTE ASIÁTICO,Araba/Álava,2023,Irán,10
Araba,CONTINENTE EUROPEO,Araba/Álava,2023,Italia,20
Araba,CONTINENTE EUROPEO,Araba/Álava,2023,Lituania,0
Araba,CONTINENTE AFRICANO,Araba/Álava,2023,Mali,10
Araba,CONTINENTE AFRICANO,Araba/Álava,2023,Marruecos,1480
Araba,CONTINENTE AFRICANO,Araba/Álava,2023,Nigeria,90
Araba,CONTINENTE ASIÁTICO,Araba/Álava,2023,Paquistán,130
Araba,CONTINENTE AMERICANO,Araba/Álava,2023,Paraguay,150
Araba,CONTINENTE AMERICANO,Araba/Álava,2023,Perú,190
Araba,CONTINENTE EUROPEO,Araba/Álava,2023,Polonia,30
Araba,CONTINENTE EUROPEO,Araba/Álava,2023,Portugal,140
Araba,CONTINENTE EUROPEO,Araba/Álava,2023,Reino Unido,0
Araba,CONTINENTE AMERICANO,Araba/Álava,2023,Rep. Dominicana,210
Araba,CONTINENTE AFRICANO,Araba/Álava,2023,Resto África,160
Araba,CONTINENTE AMERICANO,Araba/Álava,2023,Resto América,70
Araba,CONTINENTE ASIÁTICO,Araba/Álava,2023,Resto de Asia,20
Araba,CONTINENTE EUROPEO,Araba/Álava,2023,Resto de Europa,150
Araba,CONTINENTE EUROPEO,Araba/Álava,2023,Rumanía,200
Araba,CONTINENTE EUROPEO,Araba/Álava,2023,Rusia,0
Araba,CONTINENTE AFRICANO,Araba/Álava,2023,Senegal,80
Araba,CONTINENTE EUROPEO,Araba/Álava,2023,Ucrania,70
Araba,CONTINENTE AMERICANO,Araba/Álava,2023,Uruguay,10
Araba,CONTINENTE AMERICANO,Araba/Álava,2023,Venezuela,230
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2023,Alemania,70
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2023,Argelia,2230
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2023,Argentina,170
Bizkaia,CONTINENTE ASIÁTICO,Bizkaia,2023,Bangladesh,40
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2023,Bélgica,10
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2023,Bolivia,1070
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2023,Brasil,370
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2023,Bulgaría,10
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2023,Camerún,60
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2023,Chile,70
Bizkaia,CONTINENTE ASIÁTICO,Bizkaia,2023,China,210
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2023,Colombia,1610
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2023,Cuba,110
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2023,Ecuador,350
Bizkaia,CONTINENTE ASIÁTICO,Bizkaia,2023,Filipinas,0
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2023,Francia,120
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2023,Gambia,10
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2023,Ghana,60
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2023,Guinea Bisau,130
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2023,Guinea Ecuatorial,70
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2023,Holanda,20
Bizkaia,CONTINENTE ASIÁTICO,Bizkaia,2023,India,40
Bizkaia,CONTINENTE ASIÁTICO,Bizkaia,2023,Irán,50
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2023,Italia,60
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2023,Lituania,0
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2023,Mali,0
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2023,Marruecos,6470
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2023,Nigeria,200
Bizkaia,CONTINENTE ASIÁTICO,Bizkaia,2023,Paquistán,60
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2023,Paraguay,530
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2023,Perú,330
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2023,Polonia,150
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2023,Portugal,150
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2023,Reino Unido,20
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2023,Rep. Dominicana,260
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2023,Resto África,420
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2023,Resto América,990
Bizkaia,CONTINENTE ASIÁTICO,Bizkaia,2023,Resto de Asia,70
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2023,Resto de Europa,320
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2023,Rumanía,990
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2023,Rusia,70
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2023,Senegal,550
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2023,Ucrania,70
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2023,Uruguay,10
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2023,Venezuela,290
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2023,Alemania,50
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2023,Argelia,2390
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2023,Argentina,80
Gipuzkoa,CONTINENTE ASIÁTICO,Gipuzkoa,2023,Bangladesh,0
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2023,Bélgica,30
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2023,Bolivia,50
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2023,Brasil,210
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2023,Bulgaría,50
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2023,Camerún,130
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2023,Chile,50
Gipuzkoa,CONTINENTE ASIÁTICO,Gipuzkoa,2023,China,50
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2023,Colombia,810
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2023,Cuba,140
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2023,Ecuador,480
Gipuzkoa,CONTINENTE ASIÁTICO,Gipuzkoa,2023,Filipinas,0
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2023,Francia,1180
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2023,Gambia,0
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2023,Ghana,20
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2023,Guinea Bisau,40
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2023,Guinea Ecuatorial,30
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2023,Holanda,40
Gipuzkoa,CONTINENTE ASIÁTICO,Gipuzkoa,2023,India,30
Gipuzkoa,CONTINENTE ASIÁTICO,Gipuzkoa,2023,Irán,0
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2023,Italia,70
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2023,Lituania,0
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2023,Mali,50
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2023,Marruecos,5520
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2023,Nigeria,120
Gipuzkoa,CONTINENTE ASIÁTICO,Gipuzkoa,2023,Paquistán,200
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2023,Paraguay,30
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2023,Perú,270
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2023,Polonia,80
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2023,Portugal,300
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2023,Reino Unido,20
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2023,Rep. Dominicana,310
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2023,Resto África,660
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2023,Resto América,1760
Gipuzkoa,CONTINENTE ASIÁTICO,Gipuzkoa,2023,Resto de Asia,80
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2023,Resto de Europa,440
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2023,Rumanía,820
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2023,Rusia,60
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2023,Senegal,190
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2023,Ucrania,310
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2023,Uruguay,10
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2023,Venezuela,210
Araba,CONTINENTE EUROPEO,Araba/Álava,2024,Alemania,20
Araba,CONTINENTE AFRICANO,Araba/Álava,2024,Argelia,990
Araba,CONTINENTE AMERICANO,Araba/Álava,2024,Argentina,20
Araba,CONTINENTE ASIÁTICO,Araba/Álava,2024,Bangladesh,0
Araba,CONTINENTE EUROPEO,Araba/Álava,2024,Bélgica,0
Araba,CONTINENTE AMERICANO,Araba/Álava,2024,Bolivia,100
Araba,CONTINENTE AMERICANO,Araba/Álava,2024,Brasil,180
Araba,CONTINENTE EUROPEO,Araba/Álava,2024,Bulgaría,10
Araba,CONTINENTE AFRICANO,Araba/Álava,2024,Camerún,40
Araba,CONTINENTE AMERICANO,Araba/Álava,2024,Chile,20
Araba,CONTINENTE ASIÁTICO,Araba/Álava,2024,China,0
Araba,CONTINENTE AMERICANO,Araba/Álava,2024,Colombia,830
Araba,CONTINENTE AMERICANO,Araba/Álava,2024,Cuba,50
Araba,CONTINENTE AMERICANO,Araba/Álava,2024,Ecuador,170
Araba,CONTINENTE ASIÁTICO,Araba/Álava,2024,Filipinas,10
Araba,CONTINENTE EUROPEO,Araba/Álava,2024,Francia,40
Araba,CONTINENTE AFRICANO,Araba/Álava,2024,Gambia,20
Araba,CONTINENTE AFRICANO,Araba/Álava,2024,Ghana,20
Araba,CONTINENTE AFRICANO,Araba/Álava,2024,Guinea Bisau,0
Araba,CONTINENTE AFRICANO,Araba/Álava,2024,Guinea Ecuatorial,30
Araba,CONTINENTE EUROPEO,Araba/Álava,2024,Holanda,20
Araba,CONTINENTE ASIÁTICO,Araba/Álava,2024,India,20
Araba,CONTINENTE ASIÁTICO,Araba/Álava,2024,Irán,0
Araba,CONTINENTE EUROPEO,Araba/Álava,2024,Italia,10
Araba,CONTINENTE EUROPEO,Araba/Álava,2024,Lituania,0
Araba,CONTINENTE AFRICANO,Araba/Álava,2024,Mali,50
Araba,CONTINENTE AFRICANO,Araba/Álava,2024,Marruecos,1650
Araba,CONTINENTE AFRICANO,Araba/Álava,2024,Nigeria,90
Araba,CONTINENTE ASIÁTICO,Araba/Álava,2024,Paquistán,40
Araba,CONTINENTE AMERICANO,Araba/Álava,2024,Paraguay,190
Araba,CONTINENTE AMERICANO,Araba/Álava,2024,Perú,180
Araba,CONTINENTE EUROPEO,Araba/Álava,2024,Polonia,10
Araba,CONTINENTE EUROPEO,Araba/Álava,2024,Portugal,150
Araba,CONTINENTE EUROPEO,Araba/Álava,2024,Reino Unido,10
Araba,CONTINENTE AMERICANO,Araba/Álava,2024,Rep. Dominicana,310
Araba,CONTINENTE AFRICANO,Araba/Álava,2024,Resto África,130
Araba,CONTINENTE AMERICANO,Araba/Álava,2024,Resto América,140
Araba,CONTINENTE ASIÁTICO,Araba/Álava,2024,Resto de Asia,50
Araba,CONTINENTE EUROPEO,Araba/Álava,2024,Resto de Europa,140
Araba,CONTINENTE EUROPEO,Araba/Álava,2024,Rumanía,210
Araba,CONTINENTE EUROPEO,Araba/Álava,2024,Rusia,10
Araba,CONTINENTE AFRICANO,Araba/Álava,2024,Senegal,120
Araba,CONTINENTE EUROPEO,Araba/Álava,2024,Ucrania,60
Araba,CONTINENTE AMERICANO,Araba/Álava,2024,Uruguay,0
Araba,CONTINENTE AMERICANO,Araba/Álava,2024,Venezuela,220
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2024,Alemania,30
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2024,Argelia,2640
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2024,Argentina,80
Bizkaia,CONTINENTE ASIÁTICO,Bizkaia,2024,Bangladesh,40
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2024,Bélgica,10
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2024,Bolivia,750
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2024,Brasil,290
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2024,Bulgaría,20
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2024,Camerún,70
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2024,Chile,60
Bizkaia,CONTINENTE ASIÁTICO,Bizkaia,2024,China,290
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2024,Colombia,1810
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2024,Cuba,70
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2024,Ecuador,310
Bizkaia,CONTINENTE ASIÁTICO,Bizkaia,2024,Filipinas,10
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2024,Francia,80
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2024,Gambia,30
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2024,Ghana,50
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2024,Guinea Bisau,80
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2024,Guinea Ecuatorial,130
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2024,Holanda,0
Bizkaia,CONTINENTE ASIÁTICO,Bizkaia,2024,India,10
Bizkaia,CONTINENTE ASIÁTICO,Bizkaia,2024,Irán,80
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2024,Italia,30
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2024,Lituania,0
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2024,Mali,10
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2024,Marruecos,6240
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2024,Nigeria,90
Bizkaia,CONTINENTE ASIÁTICO,Bizkaia,2024,Paquistán,300
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2024,Paraguay,530
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2024,Perú,440
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2024,Polonia,20
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2024,Portugal,190
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2024,Reino Unido,10
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2024,Rep. Dominicana,200
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2024,Resto África,410
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2024,Resto América,1110
Bizkaia,CONTINENTE ASIÁTICO,Bizkaia,2024,Resto de Asia,60
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2024,Resto de Europa,330
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2024,Rumanía,1020
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2024,Rusia,60
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2024,Senegal,230
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2024,Ucrania,40
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2024,Uruguay,10
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2024,Venezuela,390
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2024,Alemania,50
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2024,Argelia,3650
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2024,Argentina,120
Gipuzkoa,CONTINENTE ASIÁTICO,Gipuzkoa,2024,Bangladesh,0
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2024,Bélgica,50
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2024,Bolivia,120
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2024,Brasil,170
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2024,Bulgaría,40
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2024,Camerún,20
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2024,Chile,50
Gipuzkoa,CONTINENTE ASIÁTICO,Gipuzkoa,2024,China,10
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2024,Colombia,1350
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2024,Cuba,150
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2024,Ecuador,440
Gipuzkoa,CONTINENTE ASIÁTICO,Gipuzkoa,2024,Filipinas,10
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2024,Francia,1340
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2024,Gambia,0
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2024,Ghana,10
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2024,Guinea Bisau,60
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2024,Guinea Ecuatorial,80
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2024,Holanda,40
Gipuzkoa,CONTINENTE ASIÁTICO,Gipuzkoa,2024,India,80
Gipuzkoa,CONTINENTE ASIÁTICO,Gipuzkoa,2024,Irán,10
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2024,Italia,40
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2024,Lituania,20
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2024,Mali,60
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2024,Marruecos,6770
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2024,Nigeria,110
Gipuzkoa,CONTINENTE ASIÁTICO,Gipuzkoa,2024,Paquistán,200
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2024,Paraguay,80
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2024,Perú,270
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2024,Polonia,80
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2024,Portugal,280
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2024,Reino Unido,50
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2024,Rep. Dominicana,280
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2024,Resto África,540
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2024,Resto América,1910
Gipuzkoa,CONTINENTE ASIÁTICO,Gipuzkoa,2024,Resto de Asia,210
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2024,Resto de Europa,370
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2024,Rumanía,640
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2024,Rusia,100
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2024,Senegal,200
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2024,Ucrania,270
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2024,Uruguay,20
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2024,Venezuela,210
